4546572015@Theni- Madurai, India@9.9321764@78.0845602
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
8759183472@Kanonji- Kagawa, Japan@34.088871@133.669525
2823393471@Jetpur- Rajkot, India@NA@NA
3295943470@Bucerias, Mexico@20.75061@-105.321869
3682543470@Zella-Mehlis, Germany@50.65677@10.66348
4415343470@Halach, Turkmenistan@38.0705@64.88516
5457993470@Kyrykivka, Ukraine@NA@NA
5889913470@Santa Ana, Uruguay@NA@NA
4979252766@Eersel, Netherlands@51.35831@5.30902
6560823470@Alushta, Ukraine@44.67453@34.40279
6947553470@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
7287023470@Gogaon- Khargone, India@21.83687@75.62175
8392493470@Bellary- Bellary, India@NA@NA
8974593470@Arcabuz, Mexico@NA@NA
9320743470@Bjurholm, Sweden@NA@NA
9656333470@South Waziristan, Pakistan@30.44185@69.359701
9995033469@Mérida- Yuc., Mexico@20.96672@-89.62322
1248053469@Bangor (Gwynedd), United Kingdom@53.22972@-4.12593
1632873469@Teshio District- Hokkaido, Japan@NA@NA
2878173474@Mangrol- Junagarh, India@21.3013@70.24173
5219513474@Vänersborg, Sweden@21.3013@70.24173
9429083474@Dorotea, Sweden@64.262@16.41513
1943893474@Guiseley, United Kingdom@53.87192@-1.71047
1555513473@Lanark, United Kingdom@55.67382@-3.78133
8346943473@Canacona (Quepem)- Panji, India@30.901241@76.937912
3428883472@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5568493472@Deoria- Deoria, India@NA@NA
7299233472@Ghrefa, Libya@26.338519@17.268815
3911523472@Krasnoyarsk region, Russian Federation@26.338519@17.268815
5533283472@Novovorontsovka, Ukraine@47.50478@33.92288
